district,id,district_id,incident_type,incident,organization,time,leadername,organization_type,intotal,demand,organization_type_id,organization_id,leadername1,demand_id,demand_clean
Rewa,587190,36,अन्य,"दिनांक 14.03.2021 को संयुक्त किसान मोर्चा के तत्वाधान में किसान महापंचायत का कार्यक्रम (5500) करहिया मंडी में  समय 12.00 बजे से समय 17.00 बजे तक भारतीय किसान यूनियन प्रदेश अध्यक्ष जगदीश सिंह की अध्यक्षता तथा संयुक्त किसान मोर्चा राष्ट्रीय संयोजक   चौधरी राकेश टिकैत के मुख्य आतिथ्य में सम्पन्न हुआ। 
		महापंचायत कार्यक्रम को प्रमुख रूप से राम नारायण कुररिया, मनमोहन सिंह, गुरमीत सिंह, उमेश तिवारी, जगदीश सिंह, विक्रम सिंह, बलराम सिंह लम्बरदार, जसविंदर सिंह, सुभाषिनी अली, अरविंद श्रीवास्तव, मेजर सिंह पुनेवाल, सुब्रतमणि त्रिपाठी, राजपालद शर्मा तथा मुख्य अतिथि राकेश टिकैत द्वारा किसानों को संबोधित किया गया। वक्ताओं के द्वारा कृषि बिल को वापस लिए जाने एवं एमएसपी पर कानून बनाए जाने हेतु किसानों को एकजुट होने का आवाहन किया गया। दिनांक 26.04.2021 को भारत बंद का आवाहन किया गया। बीएसएनएल, बैंक, रेलवे के निजीकरण का विरोध करते हुुये व्यापारियों की सरकार होने की बात कही गई। वर्ष 2021 आंदोलन का वर्ष रहेगा आंदोलन करने का आवाहन किया गया। बंगाल के नंदीग्राम में भाजपा के लोग घर घर से एक मुट्ठी चावल/धान मांग रहे हैं उन्हें धान चावल की कमी नहीं है वो इसके बदले वोट की मांग कर रहे हैं। गेहूॅं की एमएसपी कीमत 1975 रुपये है मंडी में नहीं बिकेगा तो मंडी के बाहर बेचना कलेक्टर और एसपी के कार्यालय में जाकर बेचना है क्योंकि केंद्र सरकार का प्रतिनिधि कलेक्टर होता है यदि बेरिकेट लगाया गया तो उसे तोड देना है। पुलिस को पेंशन नही मिलेगा सांसद एवं विधायकों को पेंशन मिलती है। अडानी और अंबानी के गोदामों का बिल 28 करोड रूपये का पिछेल साल भुगतान किया गया है। सरकार अडानी और अंबानी के पक्ष में कानून बनाया है यह राजनीति है। दिल्ली में 26 तारीख को जो रेल रोको आंदोलन किया गया था वो ट्रेलर है। इस बार संसद के बाहर अनाज बेचने का काम करेंगे।
		कार्यक्रम में मुख्य रूप से जगदीश सिंह प्रदेश अध्यक्ष, रविदत्त सिंह राष्ट्रीय किसान मजदूर संघ प्रदेश अध्यक्ष, अखिल भारतीय खेत मजदूर यूनियन राष्ट्रीय उपाध्यक्ष एवं पूर्व सांसद व माकपा पोलितब्यूरो सदस्य सुभाषिनी अली, सुब्रतमणि त्रिपाठी भाकियू अम्बावत प्रदेश अध्यक्ष, राजपाल शर्मा राष्ट्रीय महासचिव राष्ट्रीय किसान यूनियन, बलराम सिंह लम्बरदार राष्ट्रीय उपाध्यक्ष, अखिल भारतीय खेत मजदू",अन्‍य,1970-01-01 00:26:55.749512,जगदीशसिंह,['कृषक संगठन'],5500,मूल्य न मिलना(Minimum Support Price(MSP)),3,40,9,8,मूल्य न मिलना(Minimum Support Price(MSP))
Jhabua,587396,22,ज्ञापन,दिनांक 15.03.2021 को 13.30 बजे साईं मंदिर परिसर झाबुआ से राष्ट्रीय किसान संगठन के जिला अध्यक्ष अमरू वसुनिया एवं भोपाल के संगठन के मंत्री परमजीत सिंह के नेतृत्व में करीब 25 किसानों की उपस्थिति में एकत्रित होकर रैली के रूप में कलेक्टीर कार्यालय झाबुआ पहुंचकर ‘’केंद्र सरकार द्वारा पारित तीन कृषि कानूनों’’ को रद्द करने तथा एमएसपी गारंटी कानून बनाने को लेकर मान.प्रधानमंत्री महोदय भारत सरकार नई दिल्ली के नाम संबोधित ज्ञापन एसडीएम झाबुआ सोहन कनाश को 13.45 बजे सौंपा गया ।,अन्‍य,1970-01-01 00:26:55.826217,अमरू वसुनिया,['कृषक संगठन'],25,मूल्य न मिलना(Minimum Support Price(MSP)),3,40,12,8,मूल्य न मिलना(Minimum Support Price(MSP))
Dewas,587725,44,धरना,"दिनांक 16-03-21 को 12:30 बजे भारतीय किसान संघ के जिलाध्यक्ष गोवर्धनलाल पाटीदार के नेतृत्व में लगभग 70 किसानो द्वारा कृषि उप संचालक कार्यालय देवास का घेराव कर धरना प्रदर्शन प्रारंभ किया गया। किसानो एवं बीमा कंपनी के बीच बातचीत होने के बाद धरना प्रदर्शन समाप्त  किया गया । किसानो की मांग है कि जिले के सभी पटवारी हल्के की हल्काोवार 2019-20 खरीफ फसल की बीमा लिस्ट  उपलब्ध  कराई जाये, जिले के सभी किसानो की लिस्ट प्रत्येक किसान को कितना बीमा मिला है राष्ट्री यकृत बैंक एवं जिला सहकारी बैंकी की है, उघानिकी विभाग की मौसम आधारित बीमे का रिकार्ड जो किसानो को पांच वर्ष में कितना बीमा मिला है व छुटे हुये किसानो की प्रत्येक किसान वाईस लिस्ट दी जाये।",भारतीय किसान संघ,1970-01-01 00:26:55.912507,गोवर्धनलाल पाटीदार,['कृषक संगठन'],20,फसल बीमा,3,2,18,1,फसल बीमा
Dewas,587725,44,प्रदर्शन,"दिनांक 16-03-21 को 12:30 बजे भारतीय किसान संघ के जिलाध्यक्ष गोवर्धनलाल पाटीदार के नेतृत्व में लगभग 70 किसानो द्वारा कृषि उप संचालक कार्यालय देवास का घेराव कर धरना प्रदर्शन प्रारंभ किया गया। किसानो एवं बीमा कंपनी के बीच बातचीत होने के बाद धरना प्रदर्शन समाप्त  किया गया । किसानो की मांग है कि जिले के सभी पटवारी हल्के की हल्काोवार 2019-20 खरीफ फसल की बीमा लिस्ट  उपलब्ध  कराई जाये, जिले के सभी किसानो की लिस्ट प्रत्येक किसान को कितना बीमा मिला है राष्ट्री यकृत बैंक एवं जिला सहकारी बैंकी की है, उघानिकी विभाग की मौसम आधारित बीमे का रिकार्ड जो किसानो को पांच वर्ष में कितना बीमा मिला है व छुटे हुये किसानो की प्रत्येक किसान वाईस लिस्ट दी जाये।",भारतीय किसान संघ,1970-01-01 00:26:55.912507,गोवर्धनलाल पाटीदार,['कृषक संगठन'],20,फसल बीमा,3,2,18,1,फसल बीमा
Ashoknagar,587806,1,अन्य,आज दिनांक 16.03.21 को भारतीय किसान संघ द्वारा गजराम सिंह यादव निवासी बमुरिया के नेतृत्व में जिला प्रशासन द्वारा ग्राम नगेश्री में शासकीय भूमि पर हटाए गए अतिक्रमण के दौरान खड़ी हुई फसल को नष्ट कर दिया उक्त फसल के मुआवजा देने की मांग को लेकर 1300 बजे 40- 50 की संख्या में तहसीलदार मस्तराम गुर्जर को कलेक्टर महोदय के नाम एक ज्ञापन प्रेषित किया गया।,भारतीय किसान संघ,1970-01-01 00:26:55.925430,गजरामसिंह यादव,['कृषक संगठन'],50,जमीनअधिग्रहण,3,2,14,12,जमीनअधिग्रहण
Sehore,587907,27,ज्ञापन,"दिनांक 17-03-2021 को 13:40 बजे भारतीय किसान संघ द्वारा बैंकों के ऋण जमा करने की तारीख 28 मार्च से आगे बढ़ाने, खराब फसल का सर्वे कराकर बीमा राशि दिलवाने, गेहूॅं खरीदी केन्द्र पर उचित व्यवस्था करने, सोयाबीन व गेहॅूं की बोनस राशि देने, शासकीय भूमि को कब्जा मुक्त कराने आदि मांगों को लेकर श्यामपुर तहसील अध्यक्ष पर्वत सिंह गौर एवं जिला मंत्री दीपक शर्मा के नेतृत्व में 10-12 की उपस्थिति में तहसील कार्यालय श्यामपुर पहुंचकर मुख्यमंत्री महोदय के नाम संबोधित ज्ञापन तहसीलदार महोदय को ज्ञापन सौंपा गया।",भारतीय किसान संघ,1970-01-01 00:26:55.994484,श्यामपुर तहसील अध्यक्ष पर्वत सिंह गौर एवं जिला मंत्री दीपक शर्मा,['कृषक संगठन'],10,मंडी व्यवस्था/खरीदी केन्द्,3,2,64,11,मंडी व्यवस्था/खरीदी केन्द्
Bhopal,588216,6,ज्ञापन,"दिनांक 18 मार्च 2021 को  अखिल भारतीय किसान सभा के प्रदेश महासचिव प्रहलाद मेंदास बैरागी के नेतृत्व में किसानों की प्रमुख मांग सभी किसानों का कर्जा माफ किया जाए, किसानों का गेहूं, चना और मसूर की समर्थन मूल्य पर खरीद किए जाने के लिए हो सके तो आगे की तारीख बढ़ाई जाए, विगत 113 दिन से तीनों कृषि कानून रद्द करने, सभी फसलों की लागत से डेढ़ गुना दाम पर खरीद की कानूनी गारंटी देने, बिजली संशोधन बिल 2020 वापस लेने, किसानों के पंजीयन हेतु आधार लिंक की व्यवस्था सुनिश्चित करने आदि मांगों को लेकर कलेक्टर कार्यालय भोपाल में कलेक्टर महोदय को ज्ञापन दिए जाने की घोषणा की गई थी उक्त कार्यक्रम के अंतर्गत संयुक्त किसान मोर्चा द्वारा कैलाश बैरागी के नेतृत्व में समय 15:00 कलेक्टर कार्यालय भोपाल में एसडीएम अंकिता त्रिपाठी को 8 से 10 की उपस्थिति मैं मुख्यमंत्री महोदय के नाम संबोधित मांगों का ज्ञापन दिया गया पश्चात सभी विसर्जित हुए।",अखिल भारतीय किसान सभा (भाकप),1970-01-01 00:26:56.082040,प्रहलाद मेंदास बैरागी,['कृषक संगठन'],8,मूल्य न मिलना(Minimum Support Price(MSP)),3,20,21,8,मूल्य न मिलना(Minimum Support Price(MSP))
Betul,588256,7,ज्ञापन,"किसान संघर्ष समिति मुलताई- आज दिनांक 18.03.21 को तहसील मुख्यालय मुलताई में किसान संघर्ष समिति के जिला अध्यक्ष जगदीश दौड़के के नेतृत्व में लगभग 15-20 किसान 14:30 बजे तहसील कार्यालय मुलताई पहुंचे। जहां इनके  द्वारा अपनी वि‍भिन्न मांगे जिसमें सभी किसानों का गेंहू, चना, मसूर की समर्थन मूल्यन पर खरीदी हेतु पंजीयन किया जाये, किसानो की सुविधा के लिये जिले में इस वर्ष गेंहू खरीदी केन्द्र  की संख्या  बढ़ाये जाने, बिजली वोल्टेज के कारण किसानों की मोटरपंप जलने पर नुकसान की भरपाई बिजली कंपनी द्वारा किये जाने, पूर्व की तरह सब्‍सिडी पर ट्रांसफार्मर लगाये जाने सहित अन्य  मांगों को लेकर माननीय मुख्यमंत्री महोदय मप्र शासन के नाम संबोधित एक ज्ञापन तहसीलदार मुलताई को सौंपा गया। बाद 15:00 बजे सभी वापस चले गये।",किसान संघर्ष समिति,1970-01-01 00:26:56.084442,ज‍िला अध्‍यक्ष जगदीश दौड़के,['कृषक संगठन'],15,मूल्य न मिलना(Minimum Support Price(MSP)),3,5,27,8,मूल्य न मिलना(Minimum Support Price(MSP))
Betul,588256,7,ज्ञापन,"किसान संघर्ष समिति मुलताई- आज दिनांक 18.03.21 को तहसील मुख्यालय मुलताई में किसान संघर्ष समिति के जिला अध्यक्ष जगदीश दौड़के के नेतृत्व में लगभग 15-20 किसान 14:30 बजे तहसील कार्यालय मुलताई पहुंचे। जहां इनके  द्वारा अपनी वि‍भिन्न मांगे जिसमें सभी किसानों का गेंहू, चना, मसूर की समर्थन मूल्यन पर खरीदी हेतु पंजीयन किया जाये, किसानो की सुविधा के लिये जिले में इस वर्ष गेंहू खरीदी केन्द्र  की संख्या  बढ़ाये जाने, बिजली वोल्टेज के कारण किसानों की मोटरपंप जलने पर नुकसान की भरपाई बिजली कंपनी द्वारा किये जाने, पूर्व की तरह सब्‍सिडी पर ट्रांसफार्मर लगाये जाने सहित अन्य  मांगों को लेकर माननीय मुख्यमंत्री महोदय मप्र शासन के नाम संबोधित एक ज्ञापन तहसीलदार मुलताई को सौंपा गया। बाद 15:00 बजे सभी वापस चले गये।",किसान संघर्ष समिति,1970-01-01 00:26:56.084442,ज‍िला अध्‍यक्ष जगदीश दौड़के,['कृषक संगठन'],15,मंडी व्यवस्था/खरीदी केन्द्,3,5,27,11,मंडी व्यवस्था/खरीदी केन्द्
Agar,589261,48,ज्ञापन,"दिनाँक 22.03.21 को 14.00 बजे तहसील कार्यालय आगर में भारतीय किसान संघ तहसील आगर के द्वारा तहसील अध्यक्ष धारा सिंह के नेतृत्व में भारतीय किसान संघ के जिला अध्यक्ष सीताराम प्रजापति सहित 10-15 की उपस्थिति में खरीफ फसल वर्ष 2020 राहत राशि वितरण के दौरान जिन किसानों के ट्रांजेक्न फैल हुए है, उनके खातों में अब तक राहत राशि नहीं आई है, उसे प्रदान किए जाने की मांग को लेकर तहसीलदार आगर को ज्ञापन को सौंपा गया।",भारतीय किसान संघ,1970-01-01 00:26:56.423400,धारा सिंह,['कृषक संगठन'],10,सहायता राशि/मुआवज़ा,3,2,9,10,सहायता राशि/मुआवज़ा
Damoh,589300,12,अन्य,"खरीदी प्रारंभ:- दिनांक 22-3-2021 से समर्थन मूल्यय पर चना, मसर व सरसों की खरीदी दमोह के 36 खरीदी केन्द्रक पर किया जाकर चना व मसूर का समर्थन मूल्य् 5100/-रू प्रति क्विंटल तथा सरसों के 4650/-रू. प्रति क्विंटल निर्धारित किया गया।",,1970-01-01 00:26:56.428564,अन्‍य,"['कृषक संगठन', 'कर्मचारी संगठन']",0,मूल्य न मिलना(Minimum Support Price(MSP)),3,null,5,8,मूल्य न मिलना(Minimum Support Price(MSP))
Damoh,589300,12,अन्य,"खरीदी प्रारंभ:- दिनांक 22-3-2021 से समर्थन मूल्यय पर चना, मसर व सरसों की खरीदी दमोह के 36 खरीदी केन्द्रक पर किया जाकर चना व मसूर का समर्थन मूल्य् 5100/-रू प्रति क्विंटल तथा सरसों के 4650/-रू. प्रति क्विंटल निर्धारित किया गया।",,1970-01-01 00:26:56.428564,अन्‍य,"['कृषक संगठन', 'कर्मचारी संगठन']",0,मंडी व्यवस्था/खरीदी केन्द्,3,null,5,11,मंडी व्यवस्था/खरीदी केन्द्
Damoh,589300,12,अन्य,"खरीदी प्रारंभ:- दिनांक 22-3-2021 से समर्थन मूल्यय पर चना, मसर व सरसों की खरीदी दमोह के 36 खरीदी केन्द्रक पर किया जाकर चना व मसूर का समर्थन मूल्य् 5100/-रू प्रति क्विंटल तथा सरसों के 4650/-रू. प्रति क्विंटल निर्धारित किया गया।",,1970-01-01 00:26:56.428564,अन्‍य,"['कृषक संगठन', 'कर्मचारी संगठन']",0,मूल्य न मिलना(Minimum Support Price(MSP)),4,null,5,8,मूल्य न मिलना(Minimum Support Price(MSP))
Damoh,589300,12,अन्य,"खरीदी प्रारंभ:- दिनांक 22-3-2021 से समर्थन मूल्यय पर चना, मसर व सरसों की खरीदी दमोह के 36 खरीदी केन्द्रक पर किया जाकर चना व मसूर का समर्थन मूल्य् 5100/-रू प्रति क्विंटल तथा सरसों के 4650/-रू. प्रति क्विंटल निर्धारित किया गया।",,1970-01-01 00:26:56.428564,अन्‍य,"['कृषक संगठन', 'कर्मचारी संगठन']",0,मंडी व्यवस्था/खरीदी केन्द्,4,null,5,11,मंडी व्यवस्था/खरीदी केन्द्
Ashoknagar,590027,1,अन्य,"आज दिनांक 24.03.21 केा भारतीय किसान संघ द्वारा जिलाध्यक्ष राजकुमार रघुवंशी के नेतृतव में (10-12) अपनी 09 सूत्रीय मांगों 1/ प्रदेश के 30 जिलों की तरह अशोकनगर जिलों को भी राहत राशि खरीफ 2020 की सूची में जोडा जाए । 2/ माननीय कलेक्टर महोदय द्वारा राहत राशि के संबंध में शासन को जो पत्र भेजा गया है, उसकी प्रतिलिपि व जावक नम्बर किसान संघ को दिया जाए । 3/ रवि फसल की खरीदी शीघ्र चालू की जाए 4/ पुरानी मण्डी् मे भीड अधिक होने से एक जिंस की खरीदी नई मण्डी में शिफ्ट की जाए आदि को लेकर एक ज्ञापन कलेक्टर महोदय के नाम 1500 बजे एसडीएम महोदय केा दिया गया ।",भारतीय किसान संघ,1970-01-01 00:26:56.603668,जिलाध्यक्ष राजकुमार रघुवंशी,['कृषक संगठन'],10,सहायता राशि/मुआवज़ा,3,2,27,10,सहायता राशि/मुआवज़ा
Shajapur,590149,43,बैठक,"दिनांक 24-03-2021 को जिले के थाना मोहन बड़ोदिया अंतर्गत कृषि उपज मंडी स्थित मीटिंग हॉल में भारतीय किसान संघ के तहसील अध्यक्ष दिनेश कलमोदिया के नेतृत्व में 13:00 बजे से 14:45 बजे के मध्य स्थापना दिवस मनाया  गया एवं आगामी दिनों में समर्थन मूल्य पर गेहूं खरीदी केंद्रों पर उचित व्यवस्था रखे जाने एवं किसानों को परेशानी ना होने को लेकर ज्ञापन दिया जाना प्रस्तावित था, किंतु  ज्ञापन न देते हुए तहसीलदार मोमन बड़ोदिया से चर्चा की गई, तहसीलदार मोहन बड़ोदिया द्वारा भी उपस्थित किसान संघ के सदस्यों को आश्वस्त किया कि उनकी हर संभव कोशिश रहेगी कि खरीदी केंद्र पर शीघ्रता से किसान का गेहूं तौला जाए एवं किसी भी किसान को कोई भी परेशानी ना हो। उक्त कार्यक्रम में मुख्य रूप से  भारतीय किसान संघ के मध्य प्रदेश/छत्तीसगढ़ के क्षेत्रीय संगठन मंत्री महेश चोधरी, प्रदेश महामंत्री राजेंद्र पालीवाल, मालवा प्रांत युवा वाहिनी संयोजक रमेश दांगी, प्रांत कार्यकारिणी सदस्य मोहन चौधरी, जिला अध्यक्ष घनश्याम पाटीदार आदि लगभग 40 की उपस्थिति में भारतीय किसान संघ के सदस्य उपस्थित रहे।",भारतीय किसान संघ,1970-01-01 00:26:56.617996,भारतीय किसान संघ के तहसील अध्यक्ष दिनेश कलमोदिया,['कृषक संगठन'],13,मूल्य न मिलना(Minimum Support Price(MSP)),3,2,48,8,मूल्य न मिलना(Minimum Support Price(MSP))
Shajapur,590254,43,अन्य,दिनांक 25-03-21 को जिला मुख्यावल शाजापुर पर भारतीय किसान संघ के तहसील अध्यक्ष भागीरथ तोमर के नेतृत्व में 30-40 की उपस्थिति में 12:45 बजे से खरीफ फसल 2019 का फसल बीमा से लगभग 200 वंचित किसान जिनकी बीमा राशि वर्तमान तक नहीं मिली है उनके द्वारा बीमा राशि की मांग को लेकर जिला सहकारी बैंक - टंकी चौराहा के सामने धरना दिया गया उक्त संबंध में धरना स्थल पर तहसीलदार एवं जिला सहकारी बैंक के सी०ई०ओ० द्वारा आश्वासन दिया गया 10 दिन में फसल बीमा राशि किसानों के खातों में डाल दी जावेगी बाद 15:30 बजे धरना समाप्त किया गया ।,भारतीय किसान संघ,1970-01-01 00:26:56.688255,भारतीय किसान संघ के तहसील अध्यक्ष भागीरथ तोमर,['कृषक संगठन'],40,फसल बीमा,3,2,45,1,फसल बीमा
Rewa,590378,36,अन्य,"दिनांक 26.03.2021 को संयुक्त किसान मोर्चा के राष्ट्रीय आवाहन पर रीवा जिले में संयुक्त किसान मोर्चा रीवा संभागीय संयोजक एड0 शिव सिंह के नेतृत्व में (150-200) प्रातः 9.00 बजे से कोठी कम्पाउण्ड रीवा में एकत्र होकर अलग-अलग समूह में विभाजित होकर शहर भ्रमण कर बंद का आवाहन किया जावेगा। जिसमें कृषि बिल, निजीकरण, मंहगाई, एमएसपी आदि मुद्दों पर व्यापारियों, श्रमिकों, कृषकों आदि से बंद का समर्थन की अपील की जा रही है। उक्त बंद के समर्थन में  संयुक्त किसान मोर्चा, सीटू, आम आदमी पार्टी, ओबीसी महासभा, कांग्रेस पार्टी, विंध्य सब्जी उत्पाद व्यापारी संघ आदि संगठनों का समर्थन प्राप्त है।",अन्‍य,1970-01-01 00:26:56.694995,शिवसिंह,['कृषक संगठन'],200,मूल्य न मिलना(Minimum Support Price(MSP)),3,40,7,8,मूल्य न मिलना(Minimum Support Price(MSP))
Gwalior,590458,16,अन्य,"दिनांक 26.3.21 को भारतीय किसान यूनियन के राष्‍ट्रीय आव्‍हान पर तीनों कृषि कानून बिल वापस लिए जाने, बिजली बिल की कीमत कम किये जाने,डीजल पेट्रोल व रसोई गैस की कीमतें कम की जाने, बिजली बिल एवं पराली बिल रद्द किये जाने की मांग को लेकर जिला ग्‍वालियर के ग्‍वालियर शहर में जिलाध्‍यक्ष तमन्‍ना खान, म0प्र0 किसान सभा माकपा के जिला सचिव अखिलेश यादव के संयुक्‍त नेतृत्‍व में भारत बंद का कार्यक्रम आयोजित किया जाना प्रस्‍तावित है। जिसमें प्रमुख रूप से भारतीय कम्‍युनिष्‍ट पार्टी, भाकपा (माले), संयुक्‍त किसान मोर्चा, जनाधिकार पार्टी, सपा, सीटू, मुस्लिम अधिकार मंच, अखिल भारतीय जनवादी महिला समिति, आप, कॉग्रेस इत्‍यादि दलों का समर्थन प्राप्‍त होने की संभावना है। जिसके तारतम्‍य में ही जिले के डबरा ब्‍लॉक में भारतीय किसान यूनियन के ब्‍लॉक अध्‍यक्ष ओम प्रकाश चौधरी के नेतृत्‍व में उक्‍त कार्यक्रम आयोजित किया जाना प्रस्‍तावित है तथा भितरवार ब्‍लॉक में जिला उपाध्‍यक्ष भारतीय किसान यूनियन प्रतिपाल सिंह रावत के नेतृत्‍व में उक्‍त कार्यक्रम आयोजित किया जाना प्रस्‍तावित है।  जिसके अंतर्गत लगभग 20 से 40 प्रतिशत बाजार बंद/ प्रभावित होने की संभावना है।",अन्‍य,1970-01-01 00:26:56.755858,अखिलेश यादव,['कृषक संगठन'],20,बिजली बिल,3,40,11,3,बिजली बिल
Sidhi,590508,50,ज्ञापन,"संयुक्त किसान मोर्चा - मोर्चा के राष्ट्रीय आह्रान पर किसान एकता मंच के प्रांतीय अध्यंक्ष गंगा प्रसाद पाण्डेय के नेतृत्व में दिनांक 26.03.21 को समय 12.00 बजे से 13.30 बजे तक कलेक्ट्रेट के समक्ष वीथिका भवन में धरना (20) देकर एडीएम सीधी को एमएस स्वा्मीनाथन की रिपोर्ट लागू किये जाने, म.प्र. कृषि आयोग का गठन किये जाने एवं एमएसपी पर कानून बनाये जाने की मांग का राष्ट्रपति, प्रधानमंत्री, मुख्यमंत्री एवं राज्यपाल महोदय के नाम संबोधित ज्ञापन एडीएम सीधी को सौंपकर शांति  पूर्वक विसर्जित हुये। इस दौरान बाजार शत प्रतिशत खुले रहे। सीधी में भारत बंद का कोई प्रभाव नहीं रहा।",अन्‍य,1970-01-01 00:26:56.772012,गंगा प्रसाद पाण्डेय,['कृषक संगठन'],20,मूल्य न मिलना(Minimum Support Price(MSP)),3,40,19,8,मूल्य न मिलना(Minimum Support Price(MSP))
Sidhi,590508,50,धरना,"संयुक्त किसान मोर्चा - मोर्चा के राष्ट्रीय आह्रान पर किसान एकता मंच के प्रांतीय अध्यंक्ष गंगा प्रसाद पाण्डेय के नेतृत्व में दिनांक 26.03.21 को समय 12.00 बजे से 13.30 बजे तक कलेक्ट्रेट के समक्ष वीथिका भवन में धरना (20) देकर एडीएम सीधी को एमएस स्वा्मीनाथन की रिपोर्ट लागू किये जाने, म.प्र. कृषि आयोग का गठन किये जाने एवं एमएसपी पर कानून बनाये जाने की मांग का राष्ट्रपति, प्रधानमंत्री, मुख्यमंत्री एवं राज्यपाल महोदय के नाम संबोधित ज्ञापन एडीएम सीधी को सौंपकर शांति  पूर्वक विसर्जित हुये। इस दौरान बाजार शत प्रतिशत खुले रहे। सीधी में भारत बंद का कोई प्रभाव नहीं रहा।",अन्‍य,1970-01-01 00:26:56.772012,गंगा प्रसाद पाण्डेय,['कृषक संगठन'],20,मूल्य न मिलना(Minimum Support Price(MSP)),3,40,19,8,मूल्य न मिलना(Minimum Support Price(MSP))
Ashoknagar,590551,1,अन्य,"आज दिनांक 26.03.21 को संयुक्त किसान मोर्चा के भारत बंद के आहवान पर राष्ट्री य किसान मजदूर महासंघ द्वारा यूवा प्रदेश अध्यक्ष अभिषेक रघुवंशी के नेतृत्वक में टोल नाका विदिशा रोड अशेाकनगर पर आमजन को प्रात: 1115 बजे से 1430 बजे तक शरबत पिलाया गया एवं 1/ न्यू‍न्तम समर्थन गारंटी कानून/एमएसपी बनाओ 2/ तीनों काले कानूनों को वापिस लो की मांग से संबंधित पेम्पलेट बांटे । उक्त. कार्यक्रम में उपस्थिति 35-40 रही । उक्त कार्य्रक्रम को को ऑल इण्डिया खेत मजदूर संगठन, डीएसओ, किसान कांग्रेस आदि द्वारा समर्थन किया गया । उक्‍त अवसर पर प्रमुख रूप से जसदेव सिख, मनीष रघुवंशी कार्यकर्ता, सावन बैरागी डीएसओ अध्यमक्ष उपस्थित रहे ।",अन्‍य,1970-01-01 00:26:56.775896,यूवा प्रदेश अध्यक्ष अभिषेक रघुवंशी,['कृषक संगठन'],35,मूल्य न मिलना(Minimum Support Price(MSP)),3,40,34,8,मूल्य न मिलना(Minimum Support Price(MSP))
Khandwa,590552,24,अन्य,"संयुक्त  किसान मोर्चा द्वारा दिनांक 26/03/21 को तीन कृषि बिल वापिस किये जाने की मांग , एमएसपी पर कानून बनाओं, बिजली बिल व पराली बिल 2020 रद्द करो, डीजल पेट्रेाल रसोई गैस की कीमते आदि करो की मांग को लेकर भारत बंद किये जाने का आव्हाेन किया गया है।  
उक्तक आव्हा न के तहत जिला खण्डववा में राष्ट्री य किसान मजदूर महासंघ के जिला संयोजक विशाल सुक्ला  , आम किसान यूनियन के जिलाध्यदक्ष राजकुमार केथवास के नेतृत्व  में 5-6 पदाधिकारी/कार्यकर्ताओं की उपस्थिति में प्रात: 10.15 बजे नगर निगम खण्डरवा के सामने एकत्रित हुये बाद प्रात: 10.45 बजे तक शहर खण्डिवा के व्या पारियों को फुल देकर बंद का समर्थन करने के लिए निवेदन किया गया। बंद का असर खण्डखवा में नही रहा।",अन्‍य,1970-01-01 00:26:56.775912,"राष्ट्री य किसान मजदूर महासंघ के जिला संयोजक विशाल सुक्ला- , आम किसान यूनियन के जिलाध्य्क्ष राजकुमार केथवास",['कृषक संगठन'],0,बिजली बिल,3,40,107,3,बिजली बिल
Khandwa,590552,24,अन्य,"संयुक्त  किसान मोर्चा द्वारा दिनांक 26/03/21 को तीन कृषि बिल वापिस किये जाने की मांग , एमएसपी पर कानून बनाओं, बिजली बिल व पराली बिल 2020 रद्द करो, डीजल पेट्रेाल रसोई गैस की कीमते आदि करो की मांग को लेकर भारत बंद किये जाने का आव्हाेन किया गया है।  
उक्तक आव्हा न के तहत जिला खण्डववा में राष्ट्री य किसान मजदूर महासंघ के जिला संयोजक विशाल सुक्ला  , आम किसान यूनियन के जिलाध्यदक्ष राजकुमार केथवास के नेतृत्व  में 5-6 पदाधिकारी/कार्यकर्ताओं की उपस्थिति में प्रात: 10.15 बजे नगर निगम खण्डरवा के सामने एकत्रित हुये बाद प्रात: 10.45 बजे तक शहर खण्डिवा के व्या पारियों को फुल देकर बंद का समर्थन करने के लिए निवेदन किया गया। बंद का असर खण्डखवा में नही रहा।",अन्‍य,1970-01-01 00:26:56.775912,"राष्ट्री य किसान मजदूर महासंघ के जिला संयोजक विशाल सुक्ला- , आम किसान यूनियन के जिलाध्य्क्ष राजकुमार केथवास",['कृषक संगठन'],0,मूल्य न मिलना(Minimum Support Price(MSP)),3,40,107,8,मूल्य न मिलना(Minimum Support Price(MSP))
