district_id,organization_id,organization_type_id,intotal,year,month,week_of_month,weekday,hour,demand_id,demand_clean,time
43,2.0,3,40,2018,2,4,3,16,10,सहायता राशि/मुआवज़ा,2018-02-22 16:52:47.000000
45,22.0,3,15,2018,2,4,4,18,8,मूल्य न मिलना(Minimum Support Price(MSP)),2018-02-23 18:36:05.000000
45,22.0,3,15,2018,2,4,4,18,13,भावंतर राशि,2018-02-23 18:36:05.000000
45,22.0,3,15,2018,2,4,4,18,8,मूल्य न मिलना(Minimum Support Price(MSP)),2018-02-23 18:36:05.000000
45,22.0,3,15,2018,2,4,4,18,13,भावंतर राशि,2018-02-23 18:36:05.000000
39,2.0,3,10,2018,2,4,5,13,8,मूल्य न मिलना(Minimum Support Price(MSP)),2018-02-24 13:16:27.000000
39,2.0,3,10,2018,2,4,5,13,13,भावंतर राशि,2018-02-24 13:16:27.000000
33,37.0,3,15,2018,2,4,5,17,8,मूल्य न मिलना(Minimum Support Price(MSP)),2018-02-24 17:20:51.000000
20,2.0,3,25,2018,2,4,0,15,13,भावंतर राशि,2018-02-26 15:22:37.000000
42,2.0,3,20,2018,2,4,0,15,13,भावंतर राशि,2018-02-26 15:45:35.000000
46,2.0,3,60,2018,2,4,0,16,8,मूल्य न मिलना(Minimum Support Price(MSP)),2018-02-26 16:19:58.000000
46,2.0,3,60,2018,2,4,0,16,13,भावंतर राशि,2018-02-26 16:19:58.000000
22,2.0,3,30,2018,2,4,0,16,13,भावंतर राशि,2018-02-26 16:37:03.000000
22,2.0,3,30,2018,2,4,0,16,8,मूल्य न मिलना(Minimum Support Price(MSP)),2018-02-26 16:37:03.000000
47,2.0,3,60,2018,2,4,0,16,13,भावंतर राशि,2018-02-26 16:40:49.000000
24,2.0,3,30,2018,2,4,0,17,0,फ़सल ख़राब/फसल अफलन,2018-02-26 17:04:30.000000
24,2.0,3,30,2018,2,4,0,17,1,फसल बीमा,2018-02-26 17:04:30.000000
45,25.0,3,0,2018,2,4,0,17,8,मूल्य न मिलना(Minimum Support Price(MSP)),2018-02-26 17:15:05.000000
45,25.0,3,0,2018,2,4,0,17,13,भावंतर राशि,2018-02-26 17:15:05.000000
49,8.0,3,2000,2018,2,4,0,17,8,मूल्य न मिलना(Minimum Support Price(MSP)),2018-02-26 17:19:43.000000
49,8.0,3,2000,2018,2,4,0,17,13,भावंतर राशि,2018-02-26 17:19:43.000000
6,40.0,3,50,2018,2,4,0,17,8,मूल्य न मिलना(Minimum Support Price(MSP)),2018-02-26 17:31:08.000000
6,40.0,3,50,2018,2,4,0,17,1,फसल बीमा,2018-02-26 17:31:08.000000
43,2.0,3,25,2018,2,4,0,17,13,भावंतर राशि,2018-02-26 17:34:05.000000
6,2.0,3,350,2018,2,4,1,15,4,बिजली की समस्या,2018-02-27 15:00:30.000000
6,2.0,3,350,2018,2,4,1,15,8,मूल्य न मिलना(Minimum Support Price(MSP)),2018-02-27 15:00:30.000000
39,13.0,3,7,2018,2,4,1,16,13,भावंतर राशि,2018-02-27 16:47:12.000000
24,2.0,3,40,2018,2,4,1,16,1,फसल बीमा,2018-02-27 16:59:56.000000
24,2.0,3,40,2018,2,4,1,16,0,फ़सल ख़राब/फसल अफलन,2018-02-27 16:59:56.000000
49,7.0,3,1500,2018,2,4,1,18,13,भावंतर राशि,2018-02-27 18:11:33.000000
21,40.0,3,400,2018,2,4,2,17,13,भावंतर राशि,2018-02-28 17:09:59.000000
5,14.0,3,40,2019,2,1,4,16,1,फसल बीमा,2019-02-01 16:38:57.000000
24,40.0,3,15,2019,2,1,4,17,8,मूल्य न मिलना(Minimum Support Price(MSP)),2019-02-01 17:25:11.000000
24,40.0,3,15,2019,2,1,4,17,5,खाद की कमी: यूरिया(Urea) डीएपी(DAP)/काला बाजारी,2019-02-01 17:25:11.000000
53,,3,32,2019,2,1,5,15,9,किसानों द्वारा आत्महत्या/आत्महत्या का प्रयास,2019-02-02 15:49:56.000000
53,,3,32,2019,2,1,5,15,0,फ़सल ख़राब/फसल अफलन,2019-02-02 15:49:56.000000
53,,3,0,2019,2,1,5,15,1,फसल बीमा,2019-02-02 15:50:32.000000
39,13.0,3,25,2019,2,1,5,16,0,फ़सल ख़राब/फसल अफलन,2019-02-02 16:35:52.000000
48,2.0,3,20,2019,2,1,5,17,0,फ़सल ख़राब/फसल अफलन,2019-02-02 17:16:14.000000
24,2.0,3,20,2019,2,1,6,15,8,मूल्य न मिलना(Minimum Support Price(MSP)),2019-02-03 15:25:00.000000
24,2.0,3,20,2019,2,1,6,15,11,मंडी व्यवस्था/खरीदी केन्द्,2019-02-03 15:25:00.000000
27,39.0,3,10,2019,2,1,0,14,8,मूल्य न मिलना(Minimum Support Price(MSP)),2019-02-04 14:08:39.000000
34,1.0,3,30,2019,2,1,0,17,13,भावंतर राशि,2019-02-04 17:39:26.000000
44,2.0,3,0,2019,2,1,0,17,10,सहायता राशि/मुआवज़ा,2019-02-04 17:58:16.000000
21,40.0,3,0,2019,2,1,1,12,8,मूल्य न मिलना(Minimum Support Price(MSP)),2019-02-05 12:20:11.000000
39,13.0,3,18,2019,2,1,1,13,10,सहायता राशि/मुआवज़ा,2019-02-05 13:14:52.000000
20,40.0,3,5,2019,2,1,1,15,8,मूल्य न मिलना(Minimum Support Price(MSP)),2019-02-05 15:17:35.000000
1,40.0,3,15,2019,2,1,1,16,13,भावंतर राशि,2019-02-05 16:05:13.000000
53,2.0,3,0,2019,2,1,1,16,8,मूल्य न मिलना(Minimum Support Price(MSP)),2019-02-05 16:07:21.000000
39,13.0,3,40,2019,2,1,1,16,8,मूल्य न मिलना(Minimum Support Price(MSP)),2019-02-05 16:09:19.000000
44,2.0,3,35,2019,2,1,1,17,10,सहायता राशि/मुआवज़ा,2019-02-05 17:11:37.000000
19,25.0,3,30,2019,2,1,1,18,1,फसल बीमा,2019-02-05 18:51:07.000000
19,2.0,3,0,2019,2,1,2,15,1,फसल बीमा,2019-02-06 15:21:18.000000
18,2.0,3,5,2019,2,1,2,16,11,मंडी व्यवस्था/खरीदी केन्द्,2019-02-06 16:12:03.000000
1,40.0,3,0,2019,2,1,2,16,13,भावंतर राशि,2019-02-06 16:55:23.000000
6,7.0,3,0,2019,2,1,2,17,1,फसल बीमा,2019-02-06 17:13:59.000000
6,7.0,3,0,2019,2,1,2,17,10,सहायता राशि/मुआवज़ा,2019-02-06 17:13:59.000000
19,2.0,3,0,2019,2,1,3,14,1,फसल बीमा,2019-02-07 14:50:20.000000
53,13.0,3,10,2019,2,1,3,15,13,भावंतर राशि,2019-02-07 15:21:37.000000
53,13.0,3,18,2019,2,1,3,15,10,सहायता राशि/मुआवज़ा,2019-02-07 15:22:26.000000
33,40.0,3,40,2019,2,1,3,15,3,बिजली बिल,2019-02-07 15:51:49.000000
1,40.0,3,30,2019,2,1,3,16,13,भावंतर राशि,2019-02-07 16:13:56.000000
30,2.0,3,50,2019,2,1,3,16,13,भावंतर राशि,2019-02-07 16:35:51.000000
30,2.0,3,50,2019,2,1,3,16,3,बिजली बिल,2019-02-07 16:35:51.000000
30,2.0,3,50,2019,2,1,3,16,13,भावंतर राशि,2019-02-07 16:35:51.000000
30,2.0,3,50,2019,2,1,3,16,3,बिजली बिल,2019-02-07 16:35:51.000000
19,2.0,3,0,2019,2,1,3,18,1,फसल बीमा,2019-02-07 18:09:46.000000
19,2.0,3,50,2019,2,2,4,13,1,फसल बीमा,2019-02-08 13:29:50.000000
19,2.0,3,50,2019,2,2,4,13,1,फसल बीमा,2019-02-08 13:29:50.000000
18,2.0,3,40,2019,2,2,4,15,8,मूल्य न मिलना(Minimum Support Price(MSP)),2019-02-08 15:42:57.000000
18,2.0,3,40,2019,2,2,4,15,7,नहरों का पानी/सिचाई समस्या,2019-02-08 15:42:57.000000
18,2.0,3,40,2019,2,2,4,15,7,नहरों का पानी/सिचाई समस्या,2019-02-08 15:42:57.000000
18,2.0,3,40,2019,2,2,4,15,8,मूल्य न मिलना(Minimum Support Price(MSP)),2019-02-08 15:42:57.000000
24,2.0,3,0,2019,2,2,4,16,7,नहरों का पानी/सिचाई समस्या,2019-02-08 16:09:31.000000
24,2.0,3,0,2019,2,2,4,16,8,मूल्य न मिलना(Minimum Support Price(MSP)),2019-02-08 16:09:31.000000
1,40.0,3,20,2019,2,2,4,16,13,भावंतर राशि,2019-02-08 16:17:39.000000
1,40.0,3,20,2019,2,2,4,16,8,मूल्य न मिलना(Minimum Support Price(MSP)),2019-02-08 16:17:39.000000
39,37.0,3,50,2019,2,2,4,16,10,सहायता राशि/मुआवज़ा,2019-02-08 16:25:05.000000
39,37.0,3,50,2019,2,2,4,16,8,मूल्य न मिलना(Minimum Support Price(MSP)),2019-02-08 16:25:05.000000
19,2.0,3,0,2019,2,2,5,14,1,फसल बीमा,2019-02-09 14:59:41.000000
6,2.0,3,150,2019,2,2,6,12,10,सहायता राशि/मुआवज़ा,2019-02-10 12:51:20.000000
6,2.0,3,150,2019,2,2,6,12,13,भावंतर राशि,2019-02-10 12:51:20.000000
6,2.0,3,150,2019,2,2,6,12,8,मूल्य न मिलना(Minimum Support Price(MSP)),2019-02-10 12:51:20.000000
19,2.0,3,0,2019,2,2,6,15,1,फसल बीमा,2019-02-10 15:14:03.000000
19,2.0,3,0,2019,2,2,6,15,1,फसल बीमा,2019-02-10 15:15:09.000000
19,2.0,3,0,2019,2,2,6,15,1,फसल बीमा,2019-02-10 15:15:09.000000
43,7.0,3,30,2019,2,2,6,18,13,भावंतर राशि,2019-02-10 18:36:54.000000
39,37.0,3,25,2019,2,2,0,15,10,सहायता राशि/मुआवज़ा,2019-02-11 15:46:49.000000
39,37.0,3,25,2019,2,2,0,15,8,मूल्य न मिलना(Minimum Support Price(MSP)),2019-02-11 15:46:49.000000
1,2.0,3,30,2019,2,2,0,16,10,सहायता राशि/मुआवज़ा,2019-02-11 16:16:59.000000
19,2.0,3,0,2019,2,2,0,16,1,फसल बीमा,2019-02-11 16:19:59.000000
19,2.0,3,0,2019,2,2,0,16,1,फसल बीमा,2019-02-11 16:22:13.000000
19,2.0,3,0,2019,2,2,0,16,1,फसल बीमा,2019-02-11 16:22:13.000000
1,2.0,3,0,2019,2,2,0,17,10,सहायता राशि/मुआवज़ा,2019-02-11 17:15:06.000000
1,2.0,3,0,2019,2,2,0,17,11,मंडी व्यवस्था/खरीदी केन्द्,2019-02-11 17:15:06.000000
6,40.0,3,150,2019,2,2,0,17,10,सहायता राशि/मुआवज़ा,2019-02-11 17:17:04.000000
6,40.0,3,150,2019,2,2,0,17,13,भावंतर राशि,2019-02-11 17:17:04.000000
6,40.0,3,150,2019,2,2,0,17,8,मूल्य न मिलना(Minimum Support Price(MSP)),2019-02-11 17:17:04.000000
16,7.0,3,35,2019,2,2,0,17,8,मूल्य न मिलना(Minimum Support Price(MSP)),2019-02-11 17:52:09.000000
16,7.0,3,35,2019,2,2,0,17,12,जमीनअधिग्रहण,2019-02-11 17:52:09.000000
19,2.0,3,0,2019,2,2,1,14,1,फसल बीमा,2019-02-12 14:56:09.000000
1,2.0,3,25,2019,2,2,1,16,10,सहायता राशि/मुआवज़ा,2019-02-12 16:02:13.000000
1,2.0,3,25,2019,2,2,1,16,11,मंडी व्यवस्था/खरीदी केन्द्,2019-02-12 16:02:13.000000
1,2.0,3,0,2019,2,2,1,16,11,मंडी व्यवस्था/खरीदी केन्द्,2019-02-12 16:27:00.000000
1,2.0,3,0,2019,2,2,1,16,10,सहायता राशि/मुआवज़ा,2019-02-12 16:27:00.000000
24,2.0,3,50,2019,2,2,1,16,7,नहरों का पानी/सिचाई समस्या,2019-02-12 16:47:04.000000
24,2.0,3,50,2019,2,2,1,16,8,मूल्य न मिलना(Minimum Support Price(MSP)),2019-02-12 16:47:04.000000
19,2.0,3,0,2019,2,2,2,15,1,फसल बीमा,2019-02-13 15:09:36.000000
53,,3,0,2019,2,2,2,15,13,भावंतर राशि,2019-02-13 15:25:18.000000
53,,3,0,2019,2,2,2,15,7,नहरों का पानी/सिचाई समस्या,2019-02-13 15:39:43.000000
44,2.0,3,50,2019,2,2,2,16,10,सहायता राशि/मुआवज़ा,2019-02-13 16:53:34.000000
1,40.0,3,0,2019,2,2,2,19,10,सहायता राशि/मुआवज़ा,2019-02-13 19:06:00.000000
1,40.0,3,0,2019,2,2,2,19,11,मंडी व्यवस्था/खरीदी केन्द्,2019-02-13 19:06:00.000000
39,13.0,3,20,2019,2,2,3,13,0,फ़सल ख़राब/फसल अफलन,2019-02-14 13:33:29.000000
19,2.0,3,0,2019,2,2,3,16,1,फसल बीमा,2019-02-14 16:05:50.000000
44,25.0,3,30,2019,2,2,3,17,10,सहायता राशि/मुआवज़ा,2019-02-14 17:24:46.000000
48,10.0,3,30,2019,2,2,3,18,0,फ़सल ख़राब/फसल अफलन,2019-02-14 18:04:53.000000
19,2.0,3,0,2019,2,3,4,15,1,फसल बीमा,2019-02-15 15:25:13.000000
53,2.0,3,0,2019,2,3,4,15,0,फ़सल ख़राब/फसल अफलन,2019-02-15 15:26:47.000000
53,2.0,3,0,2019,2,3,4,15,8,मूल्य न मिलना(Minimum Support Price(MSP)),2019-02-15 15:26:47.000000
53,40.0,3,0,2019,2,3,4,15,8,मूल्य न मिलना(Minimum Support Price(MSP)),2019-02-15 15:42:36.000000
44,2.0,3,25,2019,2,3,4,17,10,सहायता राशि/मुआवज़ा,2019-02-15 17:38:32.000000
44,39.0,3,10,2019,2,3,4,17,1,फसल बीमा,2019-02-15 17:39:42.000000
28,2.0,3,30,2019,2,3,4,18,11,मंडी व्यवस्था/खरीदी केन्द्,2019-02-15 18:44:39.000000
28,2.0,3,30,2019,2,3,4,18,13,भावंतर राशि,2019-02-15 18:44:39.000000
47,2.0,3,60,2019,2,3,4,21,9,किसानों द्वारा आत्महत्या/आत्महत्या का प्रयास,2019-02-15 21:16:02.000000
19,2.0,3,0,2019,2,3,5,15,1,फसल बीमा,2019-02-16 15:23:24.000000
19,2.0,3,0,2019,2,3,6,15,1,फसल बीमा,2019-02-17 15:38:28.000000
25,25.0,3,30,2019,2,3,6,17,13,भावंतर राशि,2019-02-17 17:37:38.000000
47,2.0,3,14,2019,2,3,6,20,0,फ़सल ख़राब/फसल अफलन,2019-02-17 20:52:53.000000
47,2.0,3,14,2019,2,3,6,20,0,फ़सल ख़राब/फसल अफलन,2019-02-17 20:52:53.000000
46,2.0,3,30,2019,2,3,0,13,1,फसल बीमा,2019-02-18 13:22:43.000000
19,2.0,3,0,2019,2,3,0,14,1,फसल बीमा,2019-02-18 14:59:18.000000
19,2.0,3,0,2019,2,3,0,15,1,फसल बीमा,2019-02-18 15:00:26.000000
53,,3,45,2019,2,3,0,15,8,मूल्य न मिलना(Minimum Support Price(MSP)),2019-02-18 15:38:35.000000
45,25.0,3,95,2019,2,3,0,15,1,फसल बीमा,2019-02-18 15:52:03.000000
45,25.0,3,95,2019,2,3,0,15,8,मूल्य न मिलना(Minimum Support Price(MSP)),2019-02-18 15:52:03.000000
43,2.0,3,80,2019,2,3,0,17,13,भावंतर राशि,2019-02-18 17:22:07.000000
24,2.0,3,20,2019,2,3,0,17,13,भावंतर राशि,2019-02-18 17:32:53.000000
24,2.0,3,20,2019,2,3,0,17,13,भावंतर राशि,2019-02-18 17:32:53.000000
44,2.0,3,25,2019,2,3,0,17,13,भावंतर राशि,2019-02-18 17:58:06.000000
32,40.0,3,25,2019,2,3,0,18,8,मूल्य न मिलना(Minimum Support Price(MSP)),2019-02-18 18:06:03.000000
47,2.0,3,14,2019,2,3,0,18,0,फ़सल ख़राब/फसल अफलन,2019-02-18 18:58:54.000000
1,2.0,3,0,2019,2,3,0,21,8,मूल्य न मिलना(Minimum Support Price(MSP)),2019-02-18 21:09:38.000000
1,2.0,3,200,2019,2,3,1,16,8,मूल्य न मिलना(Minimum Support Price(MSP)),2019-02-19 16:19:36.000000
19,40.0,3,0,2019,2,3,1,16,8,मूल्य न मिलना(Minimum Support Price(MSP)),2019-02-19 16:35:26.000000
19,2.0,3,0,2019,2,3,1,16,1,फसल बीमा,2019-02-19 16:37:49.000000
12,2.0,3,50,2019,2,3,2,15,8,मूल्य न मिलना(Minimum Support Price(MSP)),2019-02-20 15:32:01.000000
24,2.0,3,200,2019,2,3,2,17,7,नहरों का पानी/सिचाई समस्या,2019-02-20 17:20:02.000000
24,2.0,3,0,2019,2,3,3,15,7,नहरों का पानी/सिचाई समस्या,2019-02-21 15:00:06.000000
24,2.0,3,0,2019,2,3,3,15,8,मूल्य न मिलना(Minimum Support Price(MSP)),2019-02-21 15:00:06.000000
6,7.0,3,80,2019,2,3,3,15,8,मूल्य न मिलना(Minimum Support Price(MSP)),2019-02-21 15:04:51.000000
6,7.0,3,80,2019,2,3,3,15,13,भावंतर राशि,2019-02-21 15:04:51.000000
53,40.0,3,19,2019,2,3,3,15,8,मूल्य न मिलना(Minimum Support Price(MSP)),2019-02-21 15:49:48.000000
39,13.0,3,15,2019,2,3,3,17,0,फ़सल ख़राब/फसल अफलन,2019-02-21 17:04:37.000000
7,22.0,3,40,2019,2,4,6,18,3,बिजली बिल,2019-02-24 18:27:56.000000
1,2.0,3,5,2019,2,4,1,15,8,मूल्य न मिलना(Minimum Support Price(MSP)),2019-02-26 15:48:29.000000
19,40.0,3,40,2019,2,4,2,17,8,मूल्य न मिलना(Minimum Support Price(MSP)),2019-02-27 17:53:34.000000
19,40.0,3,40,2019,2,4,2,17,13,भावंतर राशि,2019-02-27 17:53:34.000000
53,13.0,3,0,2019,2,4,2,21,13,भावंतर राशि,2019-02-27 21:45:19.000000
1,2.0,3,500,2019,2,4,3,15,8,मूल्य न मिलना(Minimum Support Price(MSP)),2019-02-28 15:58:57.000000
49,7.0,3,600,2019,2,4,3,17,1,फसल बीमा,2019-02-28 17:21:39.000000
49,7.0,3,600,2019,2,4,3,17,8,मूल्य न मिलना(Minimum Support Price(MSP)),2019-02-28 17:21:39.000000
49,7.0,3,600,2019,2,4,3,17,12,जमीनअधिग्रहण,2019-02-28 17:21:39.000000
24,2.0,3,500,2019,2,4,3,18,8,मूल्य न मिलना(Minimum Support Price(MSP)),2019-02-28 18:03:58.000000
45,13.0,3,0,2020,2,1,5,13,8,मूल्य न मिलना(Minimum Support Price(MSP)),2020-02-01 13:12:22.000000
25,2.0,3,20,2020,2,1,5,16,0,फ़सल ख़राब/फसल अफलन,2020-02-01 16:35:52.000000
25,2.0,3,20,2020,2,1,5,16,10,सहायता राशि/मुआवज़ा,2020-02-01 16:35:52.000000
18,2.0,3,10,2020,2,1,6,15,7,नहरों का पानी/सिचाई समस्या,2020-02-02 15:05:43.000000
11,40.0,3,15,2020,2,1,0,17,13,भावंतर राशि,2020-02-03 17:00:22.000000
11,40.0,3,15,2020,2,1,0,17,5,खाद की कमी: यूरिया(Urea) डीएपी(DAP)/काला बाजारी,2020-02-03 17:00:22.000000
50,40.0,3,15,2020,2,1,2,15,3,बिजली बिल,2020-02-05 15:04:58.000000
43,2.0,3,250,2020,2,1,2,15,1,फसल बीमा,2020-02-05 15:06:25.000000
24,2.0,3,0,2020,2,1,2,16,8,मूल्य न मिलना(Minimum Support Price(MSP)),2020-02-05 16:14:02.000000
24,2.0,3,0,2020,2,1,2,16,7,नहरों का पानी/सिचाई समस्या,2020-02-05 16:14:02.000000
24,2.0,3,350,2020,2,1,3,16,7,नहरों का पानी/सिचाई समस्या,2020-02-06 16:09:10.000000
24,2.0,3,350,2020,2,1,3,16,0,फ़सल ख़राब/फसल अफलन,2020-02-06 16:09:10.000000
24,2.0,3,350,2020,2,1,3,16,1,फसल बीमा,2020-02-06 16:09:10.000000
24,2.0,3,350,2020,2,1,3,16,8,मूल्य न मिलना(Minimum Support Price(MSP)),2020-02-06 16:09:10.000000
24,2.0,3,350,2020,2,1,3,16,10,सहायता राशि/मुआवज़ा,2020-02-06 16:09:10.000000
43,2.0,3,150,2020,2,1,3,16,1,फसल बीमा,2020-02-06 16:09:47.000000
46,40.0,3,30,2020,2,2,5,15,10,सहायता राशि/मुआवज़ा,2020-02-08 15:44:01.000000
46,40.0,3,30,2020,2,2,5,15,2,बाढ़ आना,2020-02-08 15:44:01.000000
50,10.0,3,100,2020,2,2,5,16,7,नहरों का पानी/सिचाई समस्या,2020-02-08 16:41:21.000000
34,40.0,3,250,2020,2,2,5,18,7,नहरों का पानी/सिचाई समस्या,2020-02-08 18:00:44.000000
43,2.0,3,10,2020,2,2,0,14,11,मंडी व्यवस्था/खरीदी केन्द्,2020-02-10 14:45:10.000000
24,2.0,3,30,2020,2,2,0,17,1,फसल बीमा,2020-02-10 17:08:20.000000
24,2.0,3,30,2020,2,2,0,17,10,सहायता राशि/मुआवज़ा,2020-02-10 17:08:20.000000
24,2.0,3,30,2020,2,2,0,17,1,फसल बीमा,2020-02-10 17:08:20.000000
24,2.0,3,30,2020,2,2,0,17,10,सहायता राशि/मुआवज़ा,2020-02-10 17:08:20.000000
25,25.0,3,10,2020,2,2,0,17,10,सहायता राशि/मुआवज़ा,2020-02-10 17:47:51.000000
18,40.0,3,10,2020,2,2,1,15,13,भावंतर राशि,2020-02-11 15:27:18.000000
50,40.0,3,50,2020,2,2,1,17,3,बिजली बिल,2020-02-11 17:38:58.000000
50,40.0,3,200,2020,2,2,1,17,12,जमीनअधिग्रहण,2020-02-11 17:57:00.000000
16,40.0,3,30,2020,2,2,1,18,10,सहायता राशि/मुआवज़ा,2020-02-11 18:09:57.000000
16,40.0,3,30,2020,2,2,1,18,13,भावंतर राशि,2020-02-11 18:09:57.000000
16,40.0,3,30,2020,2,2,2,17,13,भावंतर राशि,2020-02-12 17:14:03.000000
16,40.0,3,30,2020,2,2,2,17,10,सहायता राशि/मुआवज़ा,2020-02-12 17:14:03.000000
18,2.0,3,20,2020,2,2,3,15,7,नहरों का पानी/सिचाई समस्या,2020-02-13 15:08:07.000000
6,7.0,3,250,2020,2,2,3,15,3,बिजली बिल,2020-02-13 15:36:48.000000
6,7.0,3,250,2020,2,2,3,15,10,सहायता राशि/मुआवज़ा,2020-02-13 15:36:48.000000
6,7.0,3,250,2020,2,2,3,15,13,भावंतर राशि,2020-02-13 15:36:48.000000
50,40.0,3,30,2020,2,2,4,16,3,बिजली बिल,2020-02-14 16:12:10.000000
50,40.0,3,200,2020,2,2,4,16,12,जमीनअधिग्रहण,2020-02-14 16:22:16.000000
25,40.0,3,25,2020,2,3,5,16,10,सहायता राशि/मुआवज़ा,2020-02-15 16:43:19.000000
25,40.0,3,25,2020,2,3,5,16,0,फ़सल ख़राब/फसल अफलन,2020-02-15 16:43:19.000000
18,40.0,3,91,2020,2,3,0,14,7,नहरों का पानी/सिचाई समस्या,2020-02-17 14:57:19.000000
44,2.0,3,90,2020,2,3,0,16,8,मूल्य न मिलना(Minimum Support Price(MSP)),2020-02-17 16:42:21.000000
25,40.0,3,30,2020,2,3,0,17,0,फ़सल ख़राब/फसल अफलन,2020-02-17 17:26:46.000000
25,40.0,3,30,2020,2,3,0,17,10,सहायता राशि/मुआवज़ा,2020-02-17 17:26:46.000000
11,40.0,3,30,2020,2,3,2,15,8,मूल्य न मिलना(Minimum Support Price(MSP)),2020-02-19 15:58:26.000000
18,39.0,3,0,2020,2,3,2,16,13,भावंतर राशि,2020-02-19 16:06:24.000000
33,2.0,3,150,2020,2,4,6,17,5,खाद की कमी: यूरिया(Urea) डीएपी(DAP)/काला बाजारी,2020-02-23 17:24:25.000000
12,7.0,3,15,2020,2,4,1,16,10,सहायता राशि/मुआवज़ा,2020-02-25 16:34:53.000000
43,7.0,3,0,2020,2,4,2,16,1,फसल बीमा,2020-02-26 16:41:05.000000
12,2.0,3,150,2020,2,4,2,16,8,मूल्य न मिलना(Minimum Support Price(MSP)),2020-02-26 16:57:22.000000
9,7.0,3,22,2020,2,4,2,18,8,मूल्य न मिलना(Minimum Support Price(MSP)),2020-02-26 18:02:47.000000
45,7.0,3,30,2020,2,4,3,12,0,फ़सल ख़राब/फसल अफलन,2020-02-27 12:34:25.000000
45,7.0,3,30,2020,2,4,3,12,1,फसल बीमा,2020-02-27 12:34:25.000000
6,,3,12,2020,2,4,3,14,13,भावंतर राशि,2020-02-27 14:52:29.000000
6,,3,12,2020,2,4,3,14,3,बिजली बिल,2020-02-27 14:52:29.000000
6,,3,12,2020,2,4,3,14,10,सहायता राशि/मुआवज़ा,2020-02-27 14:52:29.000000
16,2.0,3,550,2020,2,4,3,18,1,फसल बीमा,2020-02-27 18:02:14.000000
16,40.0,3,9,2020,2,4,4,9,8,मूल्य न मिलना(Minimum Support Price(MSP)),2020-02-28 09:37:47.000000
16,40.0,3,9,2020,2,4,4,9,1,फसल बीमा,2020-02-28 09:37:47.000000
45,37.0,3,20,2020,2,4,4,12,0,फ़सल ख़राब/फसल अफलन,2020-02-28 12:09:48.000000
45,37.0,3,20,2020,2,4,4,12,1,फसल बीमा,2020-02-28 12:09:48.000000
15,,4,500,2020,2,4,4,12,7,नहरों का पानी/सिचाई समस्या,2020-02-28 12:50:52.000000
15,,1,500,2020,2,4,4,12,7,नहरों का पानी/सिचाई समस्या,2020-02-28 12:50:52.000000
15,,3,500,2020,2,4,4,12,7,नहरों का पानी/सिचाई समस्या,2020-02-28 12:50:52.000000
6,,3,400,2020,2,4,4,16,3,बिजली बिल,2020-02-28 16:26:59.000000
6,,3,400,2020,2,4,4,16,10,सहायता राशि/मुआवज़ा,2020-02-28 16:26:59.000000
6,,3,400,2020,2,4,4,16,13,भावंतर राशि,2020-02-28 16:26:59.000000
6,2.0,3,20,2020,2,5,5,15,8,मूल्य न मिलना(Minimum Support Price(MSP)),2020-02-29 15:01:33.000000
6,36.0,3,400,2020,2,5,5,15,8,मूल्य न मिलना(Minimum Support Price(MSP)),2020-02-29 15:03:01.000000
24,2.0,3,0,2020,2,5,5,17,8,मूल्य न मिलना(Minimum Support Price(MSP)),2020-02-29 17:38:10.000000
24,2.0,3,0,2020,2,5,5,17,13,भावंतर राशि,2020-02-29 17:38:10.000000
15,,3,500,2020,2,5,5,18,7,नहरों का पानी/सिचाई समस्या,2020-02-29 18:14:50.000000
15,,4,500,2020,2,5,5,18,7,नहरों का पानी/सिचाई समस्या,2020-02-29 18:14:50.000000
15,,12,500,2020,2,5,5,18,7,नहरों का पानी/सिचाई समस्या,2020-02-29 18:14:50.000000
15,,12,500,2020,2,5,5,18,7,नहरों का पानी/सिचाई समस्या,2020-02-29 18:14:50.000000
15,,4,500,2020,2,5,5,18,7,नहरों का पानी/सिचाई समस्या,2020-02-29 18:14:50.000000
15,,3,500,2020,2,5,5,18,7,नहरों का पानी/सिचाई समस्या,2020-02-29 18:14:50.000000
15,,1,500,2020,2,5,5,18,7,नहरों का पानी/सिचाई समस्या,2020-02-29 18:14:50.000000
15,,1,500,2020,2,5,5,18,7,नहरों का पानी/सिचाई समस्या,2020-02-29 18:14:50.000000
43,2.0,3,30,2021,2,1,0,17,8,मूल्य न मिलना(Minimum Support Price(MSP)),2021-02-01 17:37:17.000000
18,3.0,3,30,2021,2,1,1,15,7,नहरों का पानी/सिचाई समस्या,2021-02-02 15:53:04.000000
48,7.0,3,4,2021,2,1,1,16,13,भावंतर राशि,2021-02-02 16:23:21.000000
28,10.0,3,20,2021,2,1,1,16,1,फसल बीमा,2021-02-02 16:33:51.000000
28,2.0,3,20,2021,2,1,1,16,1,फसल बीमा,2021-02-02 16:39:34.000000
28,2.0,3,20,2021,2,1,1,16,10,सहायता राशि/मुआवज़ा,2021-02-02 16:39:34.000000
27,2.0,3,15,2021,2,1,1,17,8,मूल्य न मिलना(Minimum Support Price(MSP)),2021-02-02 17:20:52.000000
39,40.0,3,50,2021,2,1,2,16,7,नहरों का पानी/सिचाई समस्या,2021-02-03 16:01:09.000000
